renamed_proteinid,proteinid,og_number
hsap17870,Q9H2Z4,og
hsap17871,Q9H300,og
hsap17872,Q9H305,og
hsap17873,Q9H306,og
hsap17874,Q9H307,og
hsap17875,Q9H310,og
hsap17876,Q9H313,og
hsap17877,Q9H320,no_og
hsap17878,Q9H321,og
hsap17879,Q9H322,no_og
hsap1787,H7C1H1,og
hsap17880,Q9H324,og
hsap17881,Q9H329,og
hsap17882,Q9H330,og
hsap17883,Q9H334,og
hsap17884,Q9H336,og
hsap17885,Q9H339,no_og
hsap17886,Q9H340,og
hsap17887,Q9H341,og
hsap17888,Q9H342,og
hsap17889,Q9H343,og
hsap1788,H7C1Q1,no_og
hsap17890,Q9H344,og
hsap17891,Q9H346,og
hsap17892,Q9H347,og
hsap17893,Q9H354,no_og
hsap17894,Q9H361,og
hsap17895,Q9H379,no_og
hsap17896,Q9H3A6,no_og
hsap17897,Q9H3C7,og
hsap17898,Q9H3D4,og
hsap17899,Q9H3E2,og
hsap1789,H7C1W4,no_og
hsap178,A0A096LP01,og
hsap17900,Q9H3F6,og
hsap17901,Q9H3G5,og
hsap17902,Q9H3H1,og
hsap17903,Q9H3H3,og
hsap17904,Q9H3H5,og
hsap17905,Q9H3H9,no_og
hsap17906,Q9H3J6,og
hsap17907,Q9H3K2,og
hsap17908,Q9H3K6,og
hsap17909,Q9H3L0,og
hsap1790,H7C241,og
hsap17910,Q9H3M0,og
hsap17911,Q9H3M7,og
hsap17912,Q9H3M9,no_og
hsap17913,Q9H3N1,og
hsap17914,Q9H3N8,og
hsap17915,Q9H3P2,og
hsap17916,Q9H3P7,og
hsap17917,Q9H3Q1,og
hsap17918,Q9H3Q3,og
hsap17919,Q9H3R0,og
hsap1791,H7C2G1,no_og
hsap17920,Q9H3R1,og
hsap17921,Q9H3R2,og
hsap17922,Q9H3R5,og
hsap17923,Q9H3S1,og
hsap17924,Q9H3S3,og
hsap17925,Q9H3S4,og
hsap17926,Q9H3S5,og
hsap17927,Q9H3S7,og
hsap17928,Q9H3T2,og
hsap17929,Q9H3T3,og
hsap1792,H7C2Y5,no_og
hsap17930,Q9H3U1,og
hsap17931,Q9H3U5,og
hsap17932,Q9H3U7,og
hsap17933,Q9H3V2,og
hsap17934,Q9H3W5,og
hsap17935,Q9H3Y0,og
hsap17936,Q9H3Y6,og
hsap17937,Q9H3Y8,og
hsap17938,Q9H3Z4,og
hsap17939,Q9H3Z7,og
hsap1793,H7C350,og
hsap17940,Q9H400,og
hsap17941,Q9H410,og
hsap17942,Q9H422,og
hsap17943,Q9H425,og
hsap17944,Q9H426,og
hsap17945,Q9H427,og
hsap17946,Q9H444,og
hsap17947,Q9H446,og
hsap17948,Q9H461,og
hsap17949,Q9H467,og
hsap1794,H7C417,no_og
hsap17950,Q9H469,og
hsap17951,Q9H477,og
hsap17952,Q9H478,no_og
hsap17953,Q9H479,og
hsap17954,Q9H488,og
hsap17955,Q9H489,og
hsap17956,Q9H490,og
hsap17957,Q9H492,og
hsap17958,Q9H497,og
hsap17959,Q9H4A3,og
hsap1795,H7C423,no_og
hsap17960,Q9H4A4,og
hsap17961,Q9H4A5,og
hsap17962,Q9H4A6,og
hsap17963,Q9H4A9,og
hsap17964,Q9H4B0,og
hsap17965,Q9H4B4,og
hsap17966,Q9H4B6,og
hsap17967,Q9H4B7,og
hsap17968,Q9H4B8,og
hsap17969,Q9H4D0,og
hsap1796,H7C4K7,og
hsap17970,Q9H4D5,og
hsap17971,Q9H4E5,og
hsap17972,Q9H4E7,og
hsap17973,Q9H4F1,og
hsap17974,Q9H4F8,og
hsap17975,Q9H4G0,og
hsap17976,Q9H4G1,og
hsap17977,Q9H4G4,og
hsap17978,Q9H4G8,no_og
hsap17979,Q9H4H8,og
hsap1797,H7C4X6,no_og
hsap17980,Q9H4I0,og
hsap17981,Q9H4I2,og
hsap17982,Q9H4I3,og
hsap17983,Q9H4I8,og
hsap17984,Q9H4I9,og
hsap17985,Q9H4K1,og
hsap17986,Q9H4K7,og
hsap17987,Q9H4L4,og
hsap17988,Q9H4L5,og
hsap17989,Q9H4L7,og
hsap1798,H8Y6P7,og
hsap17990,Q9H4M3,og
hsap17991,Q9H4M7,og
hsap17992,Q9H4M9,og
hsap17993,Q9H4P4,og
hsap17994,Q9H4Q3,og
hsap17995,Q9H4Q4,og
hsap17996,Q9H4R4,no_og
hsap17997,Q9H4S2,og
hsap17998,Q9H4T2,no_og
hsap17999,Q9H4W6,og
hsap1799,I0J062,no_og
hsap179,A0A096LP38,no_og
hsap17,A0A075B6J6,no_og
hsap18000,Q9H4X1,og
hsap18001,Q9H4Y5,og
hsap18002,Q9H4Z2,og
hsap18003,Q9H4Z3,og
hsap18004,Q9H501,og
hsap18005,Q9H503,og
hsap18006,Q9H511,og
hsap18007,Q9H521,no_og
hsap18008,Q9H553,og
hsap18009,Q9H560,no_og
hsap1800,I1YAP6,no_og
hsap18010,Q9H568,no_og
hsap18011,Q9H579,no_og
hsap18012,Q9H582,og
hsap18013,Q9H583,og
hsap18014,Q9H596,no_og
hsap18015,Q9H598,og
hsap18016,Q9H5F2,og
hsap18017,Q9H5H4,og
hsap18018,Q9H5I1,og
hsap18019,Q9H5I5,og
hsap1801,I3L0A0,og
hsap18020,Q9H5J0,og
hsap18021,Q9H5J4,og
hsap18022,Q9H5J8,og
hsap18023,Q9H5K3,og
hsap18024,Q9H5L6,no_og
hsap18025,Q9H5L9,no_og
hsap18026,Q9H5N1,og
hsap18027,Q9H5P4,og
hsap18028,Q9H5Q4,og
hsap18029,Q9H5U6,og
hsap1802,I3L0D1,no_og
hsap18030,Q9H5V7,og
hsap18031,Q9H5V8,og
hsap18032,Q9H5V9,og
hsap18033,Q9H5X1,og
hsap18034,Q9H5Y7,og
hsap18035,Q9H5Z1,og
hsap18036,Q9H5Z6,og
hsap18037,Q9H606,no_og
hsap18038,Q9H607,og
hsap18039,Q9H609,og
hsap1803,I3L0E3,og
hsap18040,Q9H611,og
hsap18041,Q9H628,og
hsap18042,Q9H633,og
hsap18043,Q9H649,og
hsap18044,Q9H665,og
hsap18045,Q9H668,og
hsap18046,Q9H672,og
hsap18047,Q9H693,no_og
hsap18048,Q9H694,og
hsap18049,Q9H6A0,og
hsap1804,I3L0S3,no_og
hsap18050,Q9H6A9,og
hsap18051,Q9H6B1,no_og
hsap18052,Q9H6B4,og
hsap18053,Q9H6B9,og
hsap18054,Q9H6D3,og
hsap18055,Q9H6D7,og
hsap18056,Q9H6D8,og
hsap18057,Q9H6E4,og
hsap18058,Q9H6E5,og
hsap18059,Q9H6F2,og
hsap1805,I3L1E1,og
hsap18060,Q9H6F5,og
hsap18061,Q9H6H4,og
hsap18062,Q9H6I2,og
hsap18063,Q9H6J7,og
hsap18064,Q9H6K1,og
hsap18065,Q9H6K4,og
hsap18066,Q9H6K5,og
hsap18067,Q9H6L2,og
hsap18068,Q9H6L4,og
hsap18069,Q9H6L5,og
hsap1806,I3L1I5,og
hsap18070,Q9H6N6,no_og
hsap18071,Q9H6P5,og
hsap18072,Q9H6Q3,og
hsap18073,Q9H6Q4,og
hsap18074,Q9H6R0,og
hsap18075,Q9H6R3,og
hsap18076,Q9H6R4,og
hsap18077,Q9H6R6,og
hsap18078,Q9H6R7,og
hsap18079,Q9H6S0,og
hsap1807,I3L273,og
hsap18080,Q9H6S1,og
hsap18081,Q9H6S3,og
hsap18082,Q9H6T0,og
hsap18083,Q9H6T3,og
hsap18084,Q9H6U6,og
hsap18085,Q9H6U8,og
hsap18086,Q9H6V9,og
hsap18087,Q9H6W3,og
hsap18088,Q9H6X2,og
hsap18089,Q9H6X4,og
hsap1808,I3L2K1,no_og
hsap18090,Q9H6X5,og
hsap18091,Q9H6Y2,og
hsap18092,Q9H6Y5,og
hsap18093,Q9H6Y7,og
hsap18094,Q9H6Z4,og
hsap18095,Q9H6Z9,og
hsap18096,Q9H706,og
hsap18097,Q9H707,no_og
hsap18098,Q9H714,og
hsap18099,Q9H720,og
hsap1809,I3L3M4,no_og
hsap180,A0A096LP49,og
hsap18100,Q9H741,og
hsap18101,Q9H756,og
hsap18102,Q9H765,og
hsap18103,Q9H772,og
hsap18104,Q9H773,og
hsap18105,Q9H777,og
hsap18106,Q9H788,og
hsap18107,Q9H790,og
hsap18108,Q9H792,og
hsap18109,Q9H799,og
hsap1810,I3L3R5,og
hsap18110,Q9H7B2,og
hsap18111,Q9H7B4,og
hsap18112,Q9H7B7,no_og
hsap18113,Q9H7C4,og
hsap18114,Q9H7C9,og
hsap18115,Q9H7D0,og
hsap18116,Q9H7D7,og
hsap18117,Q9H7E2,og
hsap18118,Q9H7E9,og
hsap18119,Q9H7F0,og
hsap1811,I3L401,no_og
hsap18120,Q9H7F4,og
hsap18121,Q9H7H0,og
hsap18122,Q9H7J1,og
hsap18123,Q9H7L2,no_og
hsap18124,Q9H7L9,og
hsap18125,Q9H7M6,no_og
hsap18126,Q9H7M9,og
hsap18127,Q9H7N4,no_og
hsap18128,Q9H7P6,og
hsap18129,Q9H7P9,og
hsap1812,I3L4J1,no_og
hsap18130,Q9H7R0,no_og
hsap18131,Q9H7R5,no_og
hsap18132,Q9H7S9,og
hsap18133,Q9H7T0,og
hsap18134,Q9H7T3,no_og
hsap18135,Q9H7T9,og
hsap18136,Q9H7U1,og
hsap18137,Q9H7V2,og
hsap18138,Q9H7X0,og
hsap18139,Q9H7X2,og
hsap1813,I3L521,no_og
hsap18140,Q9H7X3,no_og
hsap18141,Q9H7X7,og
hsap18142,Q9H7Y0,og
hsap18143,Q9H7Z3,og
hsap18144,Q9H7Z6,og
hsap18145,Q9H7Z7,og
hsap18146,Q9H808,og
hsap18147,Q9H813,og
hsap18148,Q9H814,og
hsap18149,Q9H816,og
hsap1814,I3NI40,no_og
hsap18150,Q9H819,og
hsap18151,Q9H825,og
hsap18152,Q9H832,og
hsap18153,Q9H840,og
hsap18154,Q9H841,og
hsap18155,Q9H845,og
hsap18156,Q9H853,no_og
hsap18157,Q9H857,og
hsap18158,Q9H867,og
hsap18159,Q9H869,no_og
hsap1815,I6L893,og
hsap18160,Q9H871,og
hsap18161,Q9H875,og
hsap18162,Q9H892,og
hsap18163,Q9H898,og
hsap18164,Q9H8E8,og
hsap18165,Q9H8G1,no_og
hsap18166,Q9H8G2,og
hsap18167,Q9H8H0,og
hsap18168,Q9H8H2,og
hsap18169,Q9H8H3,og
hsap1816,I6L899,no_og
hsap18170,Q9H8J5,og
hsap18171,Q9H8K7,og
hsap18172,Q9H8L6,og
hsap18173,Q9H8M1,og
hsap18174,Q9H8M2,og
hsap18175,Q9H8M5,og
hsap18176,Q9H8M7,og
hsap18177,Q9H8M9,og
hsap18178,Q9H8N7,og
hsap18179,Q9H8P0,og
hsap1817,J3KQ70,og
hsap18180,Q9H8Q6,no_og
hsap18181,Q9H8S5,no_og
hsap18182,Q9H8S9,og
hsap18183,Q9H8T0,og
hsap18184,Q9H8U3,og
hsap18185,Q9H8V3,og
hsap18186,Q9H8V8,no_og
hsap18187,Q9H8W2,no_og
hsap18188,Q9H8W3,og
hsap18189,Q9H8W4,og
hsap1818,J3KR12,no_og
hsap18190,Q9H8W5,og
hsap18191,Q9H8X2,og
hsap18192,Q9H8X3,no_og
hsap18193,Q9H8X9,og
hsap18194,Q9H8Y1,og
hsap18195,Q9H8Y5,og
hsap18196,Q9H8Y8,og
hsap18197,Q9H900,og
hsap18198,Q9H902,og
hsap18199,Q9H903,og
hsap1819,J3KRW8,no_og
hsap181,A0A096LP55,og
hsap18200,Q9H910,og
hsap18201,Q9H920,og
hsap18202,Q9H930,og
hsap18203,Q9H936,og
hsap18204,Q9H939,og
hsap18205,Q9H944,og
hsap18206,Q9H963,og
hsap18207,Q9H967,og
hsap18208,Q9H972,og
hsap18209,Q9H974,og
hsap1820,J3KSC0,no_og
hsap18210,Q9H977,og
hsap18211,Q9H981,og
hsap18212,Q9H987,og
hsap18213,Q9H992,og
hsap18214,Q9H993,og
hsap18215,Q9H999,og
hsap18216,Q9H9A5,og
hsap18217,Q9H9A6,og
hsap18218,Q9H9A7,og
hsap18219,Q9H9B1,og
hsap1821,J3KSC3,no_og
hsap18220,Q9H9B4,og
hsap18221,Q9H9C1,og
hsap18222,Q9H9D4,og
hsap18223,Q9H9E1,og
hsap18224,Q9H9E3,og
hsap18225,Q9H9F9,og
hsap18226,Q9H9G7,og
hsap18227,Q9H9H4,og
hsap18228,Q9H9H5,og
hsap18229,Q9H9J2,og
hsap1822,J3KT08,no_og
hsap18230,Q9H9J4,og
hsap18231,Q9H9K5,no_og
hsap18232,Q9H9L3,og
hsap18233,Q9H9L4,og
hsap18234,Q9H9L7,og
hsap18235,Q9H9P2,og
hsap18236,Q9H9P5,og
hsap18237,Q9H9P8,og
hsap18238,Q9H9Q2,og
hsap18239,Q9H9Q4,og
hsap1823,J3KTA2,no_og
hsap18240,Q9H9R9,og
hsap18241,Q9H9S0,og
hsap18242,Q9H9S3,og
hsap18243,Q9H9S4,og
hsap18244,Q9H9S5,og
hsap18245,Q9H9T3,og
hsap18246,Q9H9V4,og
hsap18247,Q9H9V9,og
hsap18248,Q9H9Y2,og
hsap18249,Q9H9Y4,og
hsap1824,J3QKU1,no_og
hsap18250,Q9H9Y6,og
hsap18251,Q9H9Z2,og
hsap18252,Q9HA38,og
hsap18253,Q9HA47,og
hsap18254,Q9HA64,og
hsap18255,Q9HA65,og
hsap18256,Q9HA72,og
hsap18257,Q9HA77,og
hsap18258,Q9HA82,og
hsap18259,Q9HA90,og
hsap1825,J3QL48,no_og
hsap18260,Q9HA92,og
hsap18261,Q9HAA7,no_og
hsap18262,Q9HAB3,og
hsap18263,Q9HAB8,og
hsap18264,Q9HAC7,og
hsap18265,Q9HAC8,og
hsap18266,Q9HAD4,og
hsap18267,Q9HAE3,og
hsap18268,Q9HAF1,og
hsap18269,Q9HAH1,no_og
hsap1826,J3QLI3,no_og
hsap18270,Q9HAH7,og
hsap18271,Q9HAI6,og
hsap18272,Q9HAJ7,og
hsap18273,Q9HAK2,og
hsap18274,Q9HAN9,og
hsap18275,Q9HAP2,og
hsap18276,Q9HAP6,og
hsap18277,Q9HAQ2,og
hsap18278,Q9HAR2,og
hsap18279,Q9HAS0,og
hsap1827,J3QLW9,no_og
hsap18280,Q9HAS3,og
hsap18281,Q9HAT0,og
hsap18282,Q9HAT1,og
hsap18283,Q9HAT2,og
hsap18284,Q9HAT8,og
hsap18285,Q9HAU0,no_og
hsap18286,Q9HAU4,og
hsap18287,Q9HAU5,og
hsap18288,Q9HAU6,no_og
hsap18289,Q9HAU8,og
hsap1828,J3QQQ9,og
hsap18290,Q9HAV0,og
hsap18291,Q9HAV4,og
hsap18292,Q9HAV5,og
hsap18293,Q9HAV7,og
hsap18294,Q9HAW0,og
hsap18295,Q9HAW4,og
hsap18296,Q9HAW7,og
hsap18297,Q9HAW8,og
hsap18298,Q9HAW9,og
hsap18299,Q9HAY2,no_og
hsap1829,J3QR06,no_og
hsap182,A0A096LPE2,og
hsap18300,Q9HAY6,og
hsap18301,Q9HAZ1,og
hsap18302,Q9HAZ2,og
hsap18303,Q9HB03,og
hsap18304,Q9HB07,og
hsap18305,Q9HB09,og
hsap18306,Q9HB14,og
hsap18307,Q9HB15,og
hsap18308,Q9HB19,og
hsap18309,Q9HB20,og
hsap1830,J3QR89,no_og
hsap18310,Q9HB21,og
hsap18311,Q9HB29,og
hsap18312,Q9HB31,og
hsap18313,Q9HB40,og
hsap18314,Q9HB55,no_og
hsap18315,Q9HB58,og
hsap18316,Q9HB63,og
hsap18317,Q9HB65,og
hsap18318,Q9HB71,og
hsap18319,Q9HB75,og
hsap1831,J3QRE1,no_og
hsap18320,Q9HB89,og
hsap18321,Q9HB90,og
hsap18322,Q9HB96,no_og
hsap18323,Q9HBA0,og
hsap18324,Q9HBA9,no_og
hsap18325,Q9HBB8,og
hsap18326,Q9HBD1,og
hsap18327,Q9HBE1,og
hsap18328,Q9HBE4,og
hsap18329,Q9HBE5,og
hsap1832,J3QRK9,no_og
hsap18330,Q9HBF4,og
hsap18331,Q9HBF5,no_og
hsap18332,Q9HBG4,og
hsap18333,Q9HBG6,og
hsap18334,Q9HBG7,og
hsap18335,Q9HBH0,og
hsap18336,Q9HBH1,og
hsap18337,Q9HBH5,og
hsap18338,Q9HBH7,og
hsap18339,Q9HBH9,og
hsap1833,J3QT63,no_og
hsap18340,Q9HBI0,og
hsap18341,Q9HBI1,og
hsap18342,Q9HBI5,og
hsap18343,Q9HBI6,og
hsap18344,Q9HBJ0,og
hsap18345,Q9HBJ7,no_og
hsap18346,Q9HBJ8,og
hsap18347,Q9HBK9,og
hsap18348,Q9HBL0,og
hsap18349,Q9HBL6,og
hsap1834,J3QW42,no_og
hsap18350,Q9HBL7,og
hsap18351,Q9HBL8,og
hsap18352,Q9HBM0,og
hsap18353,Q9HBM1,og
hsap18354,Q9HBM6,og
hsap18355,Q9HBQ8,no_og
hsap18356,Q9HBR0,og
hsap18357,Q9HBT6,og
hsap18358,Q9HBT7,og
hsap18359,Q9HBT8,og
hsap1835,K7EIL1,no_og
hsap18360,Q9HBU1,og
hsap18361,Q9HBU6,og
hsap18362,Q9HBU9,og
hsap18363,Q9HBV1,og
hsap18364,Q9HBV2,og
hsap18365,Q9HBW0,og
hsap18366,Q9HBW1,og
hsap18367,Q9HBW9,og
hsap18368,Q9HBX3,no_og
hsap18369,Q9HBX8,og
hsap1836,K7EIM0,no_og
hsap18370,Q9HBX9,og
hsap18371,Q9HBY0,og
hsap18372,Q9HBY8,og
hsap18373,Q9HBZ2,og
hsap18374,Q9HC07,og
hsap18375,Q9HC10,og
hsap18376,Q9HC16,no_og
hsap18377,Q9HC21,og
hsap18378,Q9HC23,og
hsap18379,Q9HC24,og
hsap1837,K7EIQ3,no_og
hsap18380,Q9HC29,og
hsap18381,Q9HC35,og
hsap18382,Q9HC36,og
hsap18383,Q9HC38,og
hsap18384,Q9HC44,og
hsap18385,Q9HC52,og
hsap18386,Q9HC56,og
hsap18387,Q9HC57,og
hsap18388,Q9HC58,og
hsap18389,Q9HC62,og
hsap1838,K7EJ46,og
hsap18390,Q9HC73,og
hsap18391,Q9HC77,og
hsap18392,Q9HC78,og
hsap18393,Q9HC84,no_og
hsap18394,Q9HC96,og
hsap18395,Q9HC97,og
hsap18396,Q9HC98,og
hsap18397,Q9HCB6,og
hsap18398,Q9HCC0,og
hsap18399,Q9HCC6,og
hsap1839,K7ELQ4,og
hsap183,A0A096LPE4,no_og
hsap18400,Q9HCC8,og
hsap18401,Q9HCC9,og
hsap18402,Q9HCD5,og
hsap18403,Q9HCD6,og
hsap18404,Q9HCE0,og
hsap18405,Q9HCE1,og
hsap18406,Q9HCE3,og
hsap18407,Q9HCE5,og
hsap18408,Q9HCE6,og
hsap18409,Q9HCE7,og
hsap1840,K7ELZ0,no_og
hsap18410,Q9HCE9,og
hsap18411,Q9HCF6,og
hsap18412,Q9HCG1,og
hsap18413,Q9HCG7,og
hsap18414,Q9HCG8,og
hsap18415,Q9HCH0,og
hsap18416,Q9HCH3,og
hsap18417,Q9HCH5,og
hsap18418,Q9HCI5,og
hsap18419,Q9HCI6,no_og
hsap1841,K7EM74,og
hsap18420,Q9HCI7,og
hsap18421,Q9HCJ0,og
hsap18422,Q9HCJ1,og
hsap18423,Q9HCJ2,og
hsap18424,Q9HCJ3,og
hsap18425,Q9HCJ5,og
hsap18426,Q9HCJ6,og
hsap18427,Q9HCK0,og
hsap18428,Q9HCK1,og
hsap18429,Q9HCK4,og
hsap1842,K7EMI3,no_og
hsap18430,Q9HCK5,og
hsap18431,Q9HCK8,og
hsap18432,Q9HCL0,og
hsap18433,Q9HCL2,og
hsap18434,Q9HCL3,og
hsap18435,Q9HCM1,og
hsap18436,Q9HCM2,og
hsap18437,Q9HCM3,og
hsap18438,Q9HCM4,og
hsap18439,Q9HCM7,og
hsap1843,K7EMT4,no_og
hsap18440,Q9HCM9,og
hsap18441,Q9HCN2,no_og
hsap18442,Q9HCN3,og
hsap18443,Q9HCN4,og
hsap18444,Q9HCN6,og
hsap18445,Q9HCN8,og
hsap18446,Q9HCP0,og
hsap18447,Q9HCP6,og
hsap18448,Q9HCQ5,og
hsap18449,Q9HCQ7,og
hsap1844,K7EN84,no_og
hsap18450,Q9HCR9,og
hsap18451,Q9HCS2,og
hsap18452,Q9HCS4,og
hsap18453,Q9HCS5,og
hsap18454,Q9HCS7,og
hsap18455,Q9HCT0,og
hsap18456,Q9HCU0,og
hsap18457,Q9HCU4,og
hsap18458,Q9HCU5,og
hsap18459,Q9HCU8,og
hsap1845,K7EN88,no_og
hsap18460,Q9HCU9,og
hsap18461,Q9HCX3,no_og
hsap18462,Q9HCX4,og
hsap18463,Q9HCY8,og
hsap18464,Q9HCZ1,og
hsap18465,Q9HD15,og
hsap18466,Q9HD20,og
hsap18467,Q9HD23,og
hsap18468,Q9HD26,og
hsap18469,Q9HD33,og
hsap1846,K7ENM7,no_og
hsap18470,Q9HD34,og
hsap18471,Q9HD36,og
hsap18472,Q9HD40,og
hsap18473,Q9HD42,og
hsap18474,Q9HD43,og
hsap18475,Q9HD45,og
hsap18476,Q9HD47,og
hsap18477,Q9HD64,no_og
hsap18478,Q9HD67,og
hsap18479,Q9HD87,no_og
hsap1847,K7ENP7,no_og
hsap18480,Q9HD89,og
hsap18481,Q9HD90,og
hsap18482,Q9HDB9,no_og
hsap18483,Q9HDC5,og
hsap18484,Q9HDC9,og
hsap18485,Q9HDD0,og
hsap18486,Q9N2J8,no_og
hsap18487,Q9N2K0,og
hsap18488,Q9NNW5,og
hsap18489,Q9NNW7,og
hsap1848,K7EP13,no_og
hsap18490,Q9NNX1,og
hsap18491,Q9NNX6,og
hsap18492,Q9NNX9,no_og
hsap18493,Q9NNZ3,og
hsap18494,Q9NNZ6,og
hsap18495,Q9NP08,og
hsap18496,Q9NP31,og
hsap18497,Q9NP50,og
hsap18498,Q9NP55,og
hsap18499,Q9NP56,og
hsap1849,K7EP34,no_og
hsap184,A0A096LPG2,no_og
hsap18500,Q9NP58,og
hsap18501,Q9NP59,og
hsap18502,Q9NP60,og
hsap18503,Q9NP61,og
hsap18504,Q9NP62,og
hsap18505,Q9NP64,og
hsap18506,Q9NP66,og
hsap18507,Q9NP70,og
hsap18508,Q9NP71,og
hsap18509,Q9NP72,og
hsap1850,K7EPI3,og
hsap18510,Q9NP73,og
hsap18511,Q9NP74,og
hsap18512,Q9NP77,og
hsap18513,Q9NP78,og
hsap18514,Q9NP79,og
hsap18515,Q9NP80,og
hsap18516,Q9NP81,og
hsap18517,Q9NP84,og
hsap18518,Q9NP85,og
hsap18519,Q9NP86,og
hsap1851,K7EPK0,no_og
hsap18520,Q9NP87,og
hsap18521,Q9NP90,og
hsap18522,Q9NP91,og
hsap18523,Q9NP92,og
hsap18524,Q9NP94,og
hsap18525,Q9NP95,og
hsap18526,Q9NP97,og
hsap18527,Q9NP98,og
hsap18528,Q9NP99,og
hsap18529,Q9NPA0,og
hsap1852,K7EQD1,no_og
hsap18530,Q9NPA1,og
hsap18531,Q9NPA2,og
hsap18532,Q9NPA3,og
hsap18533,Q9NPA5,og
hsap18534,Q9NPA8,og
hsap18535,Q9NPB0,og
hsap18536,Q9NPB1,og
hsap18537,Q9NPB3,og
hsap18538,Q9NPB6,og
hsap18539,Q9NPB8,og
hsap1853,K7EQG2,no_og
hsap18540,Q9NPB9,og
hsap18541,Q9NPC1,og
hsap18542,Q9NPC2,og
hsap18543,Q9NPC3,og
hsap18544,Q9NPC4,og
hsap18545,Q9NPC6,og
hsap18546,Q9NPC7,og
hsap18547,Q9NPC8,og
hsap18548,Q9NPD3,og
hsap18549,Q9NPD5,og
hsap1854,K7EQM0,no_og
hsap18550,Q9NPD7,og
hsap18551,Q9NPD8,og
hsap18552,Q9NPE2,og
hsap18553,Q9NPE3,og
hsap18554,Q9NPE6,og
hsap18555,Q9NPF0,og
hsap18556,Q9NPF2,og
hsap18557,Q9NPF4,og
hsap18558,Q9NPF5,og
hsap18559,Q9NPF7,og
hsap1855,K7EQS6,no_og
hsap18560,Q9NPF8,og
hsap18561,Q9NPG1,og
hsap18562,Q9NPG2,og
hsap18563,Q9NPG3,og
hsap18564,Q9NPG4,og
hsap18565,Q9NPG8,og
hsap18566,Q9NPH0,og
hsap18567,Q9NPH2,og
hsap18568,Q9NPH3,og
hsap18569,Q9NPH5,og
hsap1856,K7EQZ3,no_og
hsap18570,Q9NPH6,og
hsap18571,Q9NPH9,no_og
hsap18572,Q9NPI0,og
hsap18573,Q9NPI1,og
hsap18574,Q9NPI5,og
hsap18575,Q9NPI6,og
hsap18576,Q9NPI7,og
hsap18577,Q9NPI8,og
hsap18578,Q9NPI9,og
hsap18579,Q9NPJ1,og
hsap1857,K7ER74,og
hsap18580,Q9NPJ3,og
hsap18581,Q9NPJ4,og
hsap18582,Q9NPJ6,og
hsap18583,Q9NPJ8,og
hsap18584,Q9NPL8,og
hsap18585,Q9NPP4,og
hsap18586,Q9NPQ8,og
hsap18587,Q9NPR2,og
hsap18588,Q9NPR9,og
hsap18589,Q9NPU4,og
hsap1858,K7ERE1,no_og
hsap18590,Q9NPY3,og
hsap18591,Q9NPZ5,og
hsap18592,Q9NQ03,og
hsap18593,Q9NQ11,og
hsap18594,Q9NQ25,og
hsap18595,Q9NQ29,og
hsap18596,Q9NQ30,og
hsap18597,Q9NQ31,og
hsap18598,Q9NQ32,og
hsap18599,Q9NQ33,og
hsap1859,K7ERI5,no_og
hsap185,A0A096LPH7,no_og
hsap18600,Q9NQ34,og
hsap18601,Q9NQ35,og
hsap18602,Q9NQ36,og
hsap18603,Q9NQ38,og
hsap18604,Q9NQ39,og
hsap18605,Q9NQ40,og
hsap18606,Q9NQ48,og
hsap18607,Q9NQ50,og
hsap18608,Q9NQ55,og
hsap18609,Q9NQ60,og
hsap1860,K7ERJ3,no_og
hsap18610,Q9NQ66,og
hsap18611,Q9NQ69,og
hsap18612,Q9NQ75,og
hsap18613,Q9NQ76,og
hsap18614,Q9NQ79,og
hsap18615,Q9NQ84,og
hsap18616,Q9NQ86,og
hsap18617,Q9NQ87,og
hsap18618,Q9NQ88,og
hsap18619,Q9NQ89,og
hsap1861,K7ERQ8,no_og
hsap18620,Q9NQ90,og
hsap18621,Q9NQ92,og
hsap18622,Q9NQ94,og
hsap18623,Q9NQA3,no_og
hsap18624,Q9NQA5,og
hsap18625,Q9NQB0,og
hsap18626,Q9NQC1,og
hsap18627,Q9NQC3,og
hsap18628,Q9NQC7,og
hsap18629,Q9NQC8,og
hsap1862,K7ERS5,no_og
hsap18630,Q9NQE7,og
hsap18631,Q9NQE9,og
hsap18632,Q9NQF3,no_og
hsap18633,Q9NQG1,og
hsap18634,Q9NQG5,og
hsap18635,Q9NQG6,og
hsap18636,Q9NQG7,og
hsap18637,Q9NQH7,og
hsap18638,Q9NQI0,og
hsap18639,Q9NQL2,og
hsap1863,K7ERU9,no_og
hsap18640,Q9NQL9,og
hsap18641,Q9NQM4,og
hsap18642,Q9NQN1,og
hsap18643,Q9NQP4,og
hsap18644,Q9NQQ7,og
hsap18645,Q9NQR1,og
hsap18646,Q9NQR4,og
hsap18647,Q9NQR7,og
hsap18648,Q9NQR9,og
hsap18649,Q9NQS1,og
hsap1864,K7ESF4,no_og
hsap18650,Q9NQS3,og
hsap18651,Q9NQS5,og
hsap18652,Q9NQS7,og
hsap18653,Q9NQT4,og
hsap18654,Q9NQT5,og
hsap18655,Q9NQT6,og
hsap18656,Q9NQT8,og
hsap18657,Q9NQU5,og
hsap18658,Q9NQV5,og
hsap18659,Q9NQV6,og
hsap1865,K7ESM1,no_og
hsap18660,Q9NQV7,og
hsap18661,Q9NQV8,og
hsap18662,Q9NQW1,og
